global_problem_id,source,model_name,CompStatus,CSRBinary,TestsAvailable,ValgrindStatus,UBStatus
LC_3366,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_991,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3197,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1554,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1992,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_219,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1079,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_730,LeetCode,moonshotai/kimi-k2-0905,Pass,1,0,No Tests Available,No Tests Available
LC_319,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3473,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2939,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Timeout,Timeout
LC_3133,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_62,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2489,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_650,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1246,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_645,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3352,LeetCode,moonshotai/kimi-k2-0905,Pass,1,0,No Tests Available,No Tests Available
LC_2318,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2644,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_531,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3096,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2747,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1997,LeetCode,moonshotai/kimi-k2-0905,Pass,1,0,No Tests Available,No Tests Available
LC_1243,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2213,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_782,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1403,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3077,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Undefined Behavior Detected
LC_1663,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_704,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3025,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2269,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3504,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_4,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1289,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3371,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3303,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1690,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_764,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1160,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3177,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_322,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2183,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_952,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1512,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_276,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2659,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Undefined Behavior Detected
LC_1162,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_309,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Timeout
LC_1781,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1253,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3489,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2186,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2223,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1449,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1400,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2365,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Timeout,Timeout
LC_3193,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2713,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1807,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3495,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1588,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1655,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1823,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_575,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1835,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2826,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1222,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2873,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1903,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_836,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3143,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_136,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2585,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1062,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2490,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_561,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_695,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_691,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1819,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2958,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2495,LeetCode,moonshotai/kimi-k2-0905,Pass,1,0,No Tests Available,No Tests Available
LC_267,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_274,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1255,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3237,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_383,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2073,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1262,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1453,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2547,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2651,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2459,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3173,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3117,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2468,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2521,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1213,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_415,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3128,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3199,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1056,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_243,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_10,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2031,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3434,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2064,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1931,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1979,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_514,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_462,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2428,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1266,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2407,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1374,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2198,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2498,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_273,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_877,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3427,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1866,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1737,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2255,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2760,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2554,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1933,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3356,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2748,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1344,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_910,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_34,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_693,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1864,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2062,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2417,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3452,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2411,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1668,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2068,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3078,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Undefined Behavior Detected
LC_2451,LeetCode,moonshotai/kimi-k2-0905,Pass,1,0,No Tests Available,No Tests Available
LC_299,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2537,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3139,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1953,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_803,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2515,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1626,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1039,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1863,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_123,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_781,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1716,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2369,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1562,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2801,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_740,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2111,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_469,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3129,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_389,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_36,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1287,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1888,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_130,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3090,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2519,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3121,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2951,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1397,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_791,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2270,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1647,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2552,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1525,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1560,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2528,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_229,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3323,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_539,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_688,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1491,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1627,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Timeout,Timeout
LC_473,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1418,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1025,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_756,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3084,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_625,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2008,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_52,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3226,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1186,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2170,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2652,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_446,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3047,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_249,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_780,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Timeout,Timeout
LC_1563,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2321,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1404,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2992,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Timeout,Pass
LC_302,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_247,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3438,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3312,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_463,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_363,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1749,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3301,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1840,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_3300,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1000,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1862,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_989,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_486,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2937,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1515,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3274,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2284,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_49,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2232,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2513,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2706,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1444,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3130,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2429,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3235,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_1180,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2808,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_70,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1014,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_13,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1020,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_2017,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_869,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2057,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_127,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2948,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_3135,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2656,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2543,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2584,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1507,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_976,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_516,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_1870,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,UBSan Compile Failed
LC_1066,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Pass,Pass
LC_2569,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_3161,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2999,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1502,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2971,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
LC_1751,LeetCode,moonshotai/kimi-k2-0905,Fail,0,1,Skipped (Did Not Compile),Skipped (Did Not Compile)
LC_2850,LeetCode,moonshotai/kimi-k2-0905,Pass,1,1,Memory Leak/Error Detected,Pass
